Course Name,Difficulty Level,Course Rating,Course URL,category,skills_clean
Introduction to Blockchain for Financial Services,Beginner,4.6,https://www.coursera.org/learn/intro-blockchain-financial-services,Cybersecurity,bitcoin internet public-key cryptography blockchain consensus decision-making cryptography privacy proof-of-work system computer-science computer-security-and-networks
Image Data Augmentation with Keras,Beginner,4.6,https://www.coursera.org/learn/data-augmentation-keras,Data Science & ML,image processing artificial neural networks computer programming front and back ends tensorflow keras canonical form machine learning convolutional neural network python programming data-science machine-learning
Digital Marketing Analytics in Practice,Intermediate,4.4,https://www.coursera.org/learn/digital-analytics,Data Science & ML,data visualization market (economics) planning marketing analysis leadership and management data analysis analytics digital marketing market analysis data-science data-analysis
"Computers, Waves, Simulations: A Practical Introduction to Numerical Methods using Python",Beginner,4.8,https://www.coursera.org/learn/computers-waves-simulations,Data Science & ML,finite differences partial differential equations python programming spectral element method simulation differential equations numerical analysis analysis computer programming acoustics physical-science-and-engineering research-methods
Big Data Science with the BD2K-LINCS Data Coordination and Integration Center,Advanced,4.6,https://www.coursera.org/learn/bd2k-lincs,Data Science & ML,bioinformatics cluster analysis data visualization data clustering algorithms proteomics gene gene set enrichment analysis metadata interactive data visualization ontology (information science) life-sciences basic-science
Front-End Web Development with React,Intermediate,4.5,https://www.coursera.org/learn/front-end-react,Web Development,web javascript representational state transfer redux web development javascript library json bootstrap (front-end framework) react (web framework) front-end web development computer-science mobile-and-web-development
Applied AI with DeepLearning,Advanced,4.2,https://www.coursera.org/learn/ai,Data Science & ML,artificial neural networks apache systemml apache deep learning apache spark long short-term memory tensorflow pytorch keras human learning data-science machine-learning
Database Design with SQL Server Management Studio (SSMS),Beginner,4.5,https://www.coursera.org/learn/database-design-with-sql-server-management-studio,Data Science & ML,relational database sql server management studio display devices leadership and management syntax project databases microsoft sql server sql sql injection computer-science software-development
Big-O Time Complexity in Python Code,Beginner,4.5,https://www.coursera.org/learn/big-o-time-complexity-in-python-code,Data Science & ML,bubble sort python programming project networks sorting big data recursion project ascendency ordered pair algorithmic trading computer-science algorithms
Advanced Deployment Scenarios with TensorFlow,Beginner,4.6,https://www.coursera.org/learn/Advanced-deployment-scenarios-tensorflow,Data Science & ML,raspberry pi tensorflow training application programming interfaces privacy confusion modeling computer graphics matrices deep learning computer-science software-development
Fake News Detection with Machine Learning,Beginner,4.5,https://www.coursera.org/learn/nlp-fake-news-detector,Data Science & ML,face recognition long short-term memory python programming machine learning deep learning flask compiler construction artificial neural networks natural language processing software engineering data-science machine-learning
Introduction to Web Development,Intermediate,4.6,https://www.coursera.org/learn/web-development,Web Development,web web design html5 web development web page javascript css web hosting service html front-end web development computer-science mobile-and-web-development
